provincia_iso,fecha,0-9_H,10-19_H,20-29_H,30-39_H,40-49_H,50-59_H,60-69_H,70-79_H,80-Inf_H,NC-NC_H,0-9_M,10-19_M,20-29_M,30-39_M,40-49_M,50-59_M,60-69_M,70-79_M,80-Inf_M,NC-NC_M,0-9_NC,10-19_NC,20-29_NC,30-39_NC,40-49_NC,50-59_NC,60-69_NC,70-79_NC,80-Inf_NC
LO,2020-04-30T00:00:00Z,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0
M,2020-04-30T00:00:00Z,2,0,9,16,23,15,13,16,15,0,2,4,23,24,44,42,24,16,50,0,0,0,0,0,0,0,0,0,0
MA,2020-04-30T00:00:00Z,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
MU,2020-04-30T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,2020-04-30T00:00:00Z,1,3,3,2,2,2,1,1,0,0,0,1,4,1,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0
O,2020-04-30T00:00:00Z,0,0,1,1,0,1,0,1,0,0,0,0,0,2,2,2,2,0,3,0,0,0,0,0,0,0,0,0,0
P,2020-04-30T00:00:00Z,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0
PM,2020-04-30T00:00:00Z,0,0,1,0,1,1,0,1,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SA,2020-04-30T00:00:00Z,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0
SE,2020-04-30T00:00:00Z,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TE,2020-04-30T00:00:00Z,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO,2020-04-30T00:00:00Z,0,0,0,0,0,0,1,0,3,0,0,0,1,0,1,0,0,0,2,0,0,1,2,1,9,7,6,1,12
V,2020-04-30T00:00:00Z,1,0,0,4,6,0,0,1,5,0,0,0,3,2,7,1,2,4,9,0,0,0,0,0,0,0,0,0,0
VA,2020-04-30T00:00:00Z,0,0,0,1,1,1,3,3,3,0,0,1,1,2,5,8,4,1,6,0,0,0,0,0,0,0,0,0,0
Z,2020-04-30T00:00:00Z,0,0,1,0,2,2,0,2,1,0,0,0,0,3,5,5,2,3,5,0,0,0,0,0,0,0,0,0,0
ZA,2020-04-30T00:00:00Z,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A,2020-05-01T00:00:00Z,1,0,1,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
AL,2020-05-01T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
B,2020-05-01T00:00:00Z,0,4,4,10,5,5,3,4,12,0,0,0,12,10,15,11,5,5,33,0,0,0,0,0,0,0,0,0,0
BA,2020-05-01T00:00:00Z,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0
BI,2020-05-01T00:00:00Z,0,0,3,1,2,2,1,0,2,0,1,0,1,3,5,3,2,1,13,0,0,0,0,0,0,0,0,0,0
C,2020-05-01T00:00:00Z,0,0,0,0,1,0,0,1,1,0,1,0,1,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0
CA,2020-05-01T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CO,2020-05-01T00:00:00Z,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GI,2020-05-01T00:00:00Z,0,1,0,1,1,1,0,2,2,0,1,0,1,0,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0
GR,2020-05-01T00:00:00Z,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
GU,2020-05-01T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4,0,1,5
HU,2020-05-01T00:00:00Z,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
J,2020-05-01T00:00:00Z,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,4,1,1,4,0,0,0,0,0,0,0,0,0,0
L,2020-05-01T00:00:00Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
LE,2020-05-01T00:00:00Z,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0
LO,2020-05-01T00:00:00Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M,2020-05-01T00:00:00Z,0,0,2,6,9,8,10,9,18,0,0,1,4,10,14,13,7,7,32,0,0,0,0,0,0,0,0,0,0
MA,2020-05-01T00:00:00Z,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MU,2020-05-01T00:00:00Z,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,2020-05-01T00:00:00Z,1,1,1,0,2,4,0,3,2,0,0,1,2,0,2,1,0,2,8,0,0,0,0,0,0,0,0,0,0
O,2020-05-01T00:00:00Z,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,2020-05-01T00:00:00Z,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0
PM,2020-05-01T00:00:00Z,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SA,2020-05-01T00:00:00Z,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SE,2020-05-01T00:00:00Z,1,0,0,0,2,1,0,0,3,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
TE,2020-05-01T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO,2020-05-01T00:00:00Z,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,2,6
V,2020-05-01T00:00:00Z,0,0,1,3,0,1,0,0,5,0,0,0,3,1,0,3,2,4,23,0,0,0,0,0,0,0,0,0,0
VA,2020-05-01T00:00:00Z,0,1,1,3,1,5,2,0,0,0,0,1,1,5,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0
Z,2020-05-01T00:00:00Z,0,0,0,1,1,0,0,0,2,0,0,0,1,2,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0
ZA,2020-05-01T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,2020-05-02T00:00:00Z,0,0,0,1,0,1,0,1,2,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
AL,2020-05-02T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,2020-05-02T00:00:00Z,0,0,3,4,8,11,3,5,9,0,1,1,10,10,8,17,2,7,16,0,0,0,0,0,0,0,0,0,0
BA,2020-05-02T00:00:00Z,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
BI,2020-05-02T00:00:00Z,0,0,0,1,0,0,2,2,6,0,0,1,0,1,1,1,3,2,19,0,0,0,0,0,0,0,0,0,0
C,2020-05-02T00:00:00Z,0,0,0,0,1,1,0,2,0,0,0,0,0,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0
CA,2020-05-02T00:00:00Z,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,2020-05-02T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GI,2020-05-02T00:00:00Z,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
GR,2020-05-02T00:00:00Z,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GU,2020-05-02T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,1
HU,2020-05-02T00:00:00Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J,2020-05-02T00:00:00Z,0,0,0,0,0,1,0,0,2,0,0,0,1,0,3,4,0,1,1,0,0,0,0,0,0,0,0,0,0
L,2020-05-02T00:00:00Z,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LE,2020-05-02T00:00:00Z,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,5,2,1,2,0,0,0,0,0,0,0,0,0,0
LO,2020-05-02T00:00:00Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
M,2020-05-02T00:00:00Z,0,1,1,3,8,5,4,9,13,0,1,0,6,7,8,11,2,11,48,0,0,0,0,0,0,0,0,0,0
MA,2020-05-02T00:00:00Z,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MU,2020-05-02T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,2020-05-02T00:00:00Z,1,0,1,1,2,0,1,1,0,0,0,0,0,0,1,2,1,0,3,0,0,0,0,0,0,0,0,0,0
O,2020-05-02T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
P,2020-05-02T00:00:00Z,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0
PM,2020-05-02T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SA,2020-05-02T00:00:00Z,0,0,0,0,0,0,1,1,4,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SE,2020-05-02T00:00:00Z,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TE,2020-05-02T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO,2020-05-02T00:00:00Z,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,3
V,2020-05-02T00:00:00Z,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
VA,2020-05-02T00:00:00Z,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Z,2020-05-02T00:00:00Z,0,0,0,1,3,0,2,1,1,0,0,0,1,2,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0
ZA,2020-05-02T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A,2020-05-03T00:00:00Z,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AL,2020-05-03T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,2020-05-03T00:00:00Z,0,0,2,0,4,3,4,3,4,0,0,0,2,4,8,6,0,3,10,0,0,0,0,0,0,0,0,0,0
BA,2020-05-03T00:00:00Z,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BI,2020-05-03T00:00:00Z,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0
C,2020-05-03T00:00:00Z,0,0,0,0,1,0,3,0,0,0,1,0,1,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0
CA,2020-05-03T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,2020-05-03T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GI,2020-05-03T00:00:00Z,0,0,1,1,0,0,3,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
GR,2020-05-03T00:00:00Z,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GU,2020-05-03T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,1,4
HU,2020-05-03T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
J,2020-05-03T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
L,2020-05-03T00:00:00Z,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LE,2020-05-03T00:00:00Z,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LO,2020-05-03T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
M,2020-05-03T00:00:00Z,0,0,2,5,9,10,3,7,11,0,1,5,2,12,24,13,11,6,35,0,0,0,0,0,0,0,0,0,0
MA,2020-05-03T00:00:00Z,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MU,2020-05-03T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,2020-05-03T00:00:00Z,1,0,3,1,1,2,2,0,0,0,0,0,2,6,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
O,2020-05-03T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P,2020-05-03T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM,2020-05-03T00:00:00Z,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA,2020-05-03T00:00:00Z,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0
SE,2020-05-03T00:00:00Z,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TE,2020-05-03T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO,2020-05-03T00:00:00Z,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,1,0,2
V,2020-05-03T00:00:00Z,0,0,0,0,1,1,0,2,2,0,0,0,1,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0
VA,2020-05-03T00:00:00Z,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0
Z,2020-05-03T00:00:00Z,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0
ZA,2020-05-03T00:00:00Z,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A,2020-05-04T00:00:00Z,1,0,0,0,0,0,3,0,2,0,0,0,2,2,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0
AL,2020-05-04T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,2020-05-04T00:00:00Z,1,0,2,2,1,4,8,8,11,0,2,1,8,10,6,13,6,7,30,0,0,0,0,0,0,0,0,0,0
BA,2020-05-04T00:00:00Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BI,2020-05-04T00:00:00Z,0,0,1,1,0,1,0,2,1,0,0,0,3,1,6,3,3,0,1,0,0,0,0,0,0,0,0,0,0
C,2020-05-04T00:00:00Z,0,0,0,0,0,2,1,1,3,0,0,0,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
CA,2020-05-04T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CO,2020-05-04T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GI,2020-05-04T00:00:00Z,0,0,1,0,1,0,1,1,2,0,0,0,2,1,1,6,2,1,2,0,0,0,0,0,0,0,0,0,0
GR,2020-05-04T00:00:00Z,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
GU,2020-05-04T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,10,5,4,24
HU,2020-05-04T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J,2020-05-04T00:00:00Z,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L,2020-05-04T00:00:00Z,0,0,1,1,1,1,0,0,4,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
LE,2020-05-04T00:00:00Z,0,1,0,0,0,1,2,0,1,0,0,0,0,0,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0
LO,2020-05-04T00:00:00Z,0,0,2,0,1,1,2,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
M,2020-05-04T00:00:00Z,3,5,5,12,20,19,15,21,34,0,1,0,21,37,42,41,24,11,62,0,0,0,0,0,0,0,1,1,0
MA,2020-05-04T00:00:00Z,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
MU,2020-05-04T00:00:00Z,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0
NA,2020-05-04T00:00:00Z,1,0,1,0,1,0,0,0,0,0,0,0,3,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0
O,2020-05-04T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,2020-05-04T00:00:00Z,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PM,2020-05-04T00:00:00Z,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
SA,2020-05-04T00:00:00Z,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,2,0,4,5,0,0,0,0,0,0,0,0,0,0
SE,2020-05-04T00:00:00Z,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TE,2020-05-04T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO,2020-05-04T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,10,3,5,3,8
V,2020-05-04T00:00:00Z,0,0,1,3,0,1,2,2,2,0,0,1,3,3,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0
VA,2020-05-04T00:00:00Z,0,0,0,1,4,0,1,0,2,0,0,0,1,0,3,1,2,1,2,0,0,0,0,0,0,0,0,0,0
Z,2020-05-04T00:00:00Z,0,1,0,1,1,1,1,0,2,0,0,0,5,2,2,3,1,0,5,0,0,0,0,0,0,0,0,0,0
ZA,2020-05-04T00:00:00Z,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
A,2020-05-05T00:00:00Z,0,0,0,1,2,0,5,2,0,0,2,0,0,1,1,2,2,3,4,0,0,0,0,0,0,0,0,0,0
AL,2020-05-05T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,2020-05-05T00:00:00Z,0,0,2,3,5,3,3,4,14,0,1,1,9,7,15,11,5,4,44,0,0,0,0,0,0,0,0,0,0
BA,2020-05-05T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BI,2020-05-05T00:00:00Z,0,0,2,2,1,2,1,1,2,0,0,0,1,3,3,3,5,1,6,0,0,0,0,0,0,0,0,0,0
C,2020-05-05T00:00:00Z,0,0,0,1,0,0,0,2,1,0,0,0,1,0,2,1,0,2,3,0,0,0,0,0,0,0,0,0,0
CA,2020-05-05T00:00:00Z,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0
CO,2020-05-05T00:00:00Z,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GI,2020-05-05T00:00:00Z,0,0,0,1,0,2,1,1,2,0,0,0,0,3,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
GR,2020-05-05T00:00:00Z,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GU,2020-05-05T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,2,0
HU,2020-05-05T00:00:00Z,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
J,2020-05-05T00:00:00Z,0,0,0,0,0,1,2,2,2,0,0,0,1,0,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0
L,2020-05-05T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
LE,2020-05-05T00:00:00Z,0,0,0,1,0,2,1,2,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LO,2020-05-05T00:00:00Z,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0
M,2020-05-05T00:00:00Z,2,2,6,14,22,20,18,9,25,0,0,1,8,18,22,30,18,8,80,0,0,0,0,0,0,0,0,0,0
MA,2020-05-05T00:00:00Z,0,0,1,2,0,2,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MU,2020-05-05T00:00:00Z,0,0,0,1,1,1,2,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,2020-05-05T00:00:00Z,0,1,0,0,1,0,1,0,2,0,2,2,4,3,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0
O,2020-05-05T00:00:00Z,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
P,2020-05-05T00:00:00Z,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM,2020-05-05T00:00:00Z,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SA,2020-05-05T00:00:00Z,0,0,1,0,1,0,1,2,1,0,0,0,0,2,1,4,1,0,2,0,0,0,0,0,0,0,0,0,0
SE,2020-05-05T00:00:00Z,0,0,1,2,1,2,0,0,1,0,0,0,0,0,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0
TE,2020-05-05T00:00:00Z,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO,2020-05-05T00:00:00Z,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,4,1,5,5
V,2020-05-05T00:00:00Z,0,1,0,3,1,1,2,1,3,0,1,0,2,3,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0
VA,2020-05-05T00:00:00Z,0,0,3,0,2,0,1,2,2,0,0,0,2,3,2,4,1,2,2,0,0,0,0,0,0,0,0,0,0
Z,2020-05-05T00:00:00Z,1,0,0,1,0,2,2,0,2,0,0,0,0,0,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0
ZA,2020-05-05T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0
A,2020-05-06T00:00:00Z,0,0,0,0,1,3,1,1,2,0,0,0,0,1,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0
AL,2020-05-06T00:00:00Z,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B,2020-05-06T00:00:00Z,0,1,5,4,4,4,11,3,20,0,0,1,14,11,21,22,10,6,44,0,0,0,0,0,0,0,0,0,0
BA,2020-05-06T00:00:00Z,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BI,2020-05-06T00:00:00Z,0,1,1,1,2,2,1,2,0,0,0,0,0,0,3,4,2,1,3,0,0,0,0,0,0,0,0,0,0
C,2020-05-06T00:00:00Z,0,0,1,1,0,1,0,2,2,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0
CA,2020-05-06T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,2020-05-06T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GI,2020-05-06T00:00:00Z,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
GR,2020-05-06T00:00:00Z,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0
GU,2020-05-06T00:00:00Z,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2
