provincia_iso,fecha,0-9_H,10-19_H,20-29_H,30-39_H,40-49_H,50-59_H,60-69_H,70-79_H,80-Inf_H,NC-NC_H,0-9_M,10-19_M,20-29_M,30-39_M,40-49_M,50-59_M,60-69_M,70-79_M,80-Inf_M,NC-NC_M,0-9_NC,10-19_NC,20-29_NC,30-39_NC,40-49_NC,50-59_NC,60-69_NC,70-79_NC,80-Inf_NC
V,2020-03-06T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,2020-03-06T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z,2020-03-06T00:00:00Z,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ZA,2020-03-06T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,2020-03-07T00:00:00Z,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,2020-03-07T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,2020-03-07T00:00:00Z,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BA,2020-03-07T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BI,2020-03-07T00:00:00Z,0,0,1,0,1,0,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C,2020-03-07T00:00:00Z,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
CA,2020-03-07T00:00:00Z,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,2020-03-07T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GI,2020-03-07T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR,2020-03-07T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GU,2020-03-07T00:00:00Z,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU,2020-03-07T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J,2020-03-07T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L,2020-03-07T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LE,2020-03-07T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LO,2020-03-07T00:00:00Z,2,1,3,4,1,0,2,0,0,0,0,0,4,3,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0
M,2020-03-07T00:00:00Z,0,0,7,4,11,13,13,26,28,0,1,0,3,3,12,11,9,21,18,0,0,0,0,0,0,0,0,0,0
MA,2020-03-07T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MU,2020-03-07T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,2020-03-07T00:00:00Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O,2020-03-07T00:00:00Z,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,2020-03-07T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM,2020-03-07T00:00:00Z,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA,2020-03-07T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE,2020-03-07T00:00:00Z,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TE,2020-03-07T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO,2020-03-07T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V,2020-03-07T00:00:00Z,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,2020-03-07T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z,2020-03-07T00:00:00Z,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
ZA,2020-03-07T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,2020-03-08T00:00:00Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,2020-03-08T00:00:00Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,2020-03-08T00:00:00Z,0,0,0,0,2,0,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
BA,2020-03-08T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BI,2020-03-08T00:00:00Z,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,2020-03-08T00:00:00Z,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
CA,2020-03-08T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,2020-03-08T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GI,2020-03-08T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR,2020-03-08T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GU,2020-03-08T00:00:00Z,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HU,2020-03-08T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J,2020-03-08T00:00:00Z,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
L,2020-03-08T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LE,2020-03-08T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LO,2020-03-08T00:00:00Z,0,2,0,2,3,0,0,2,0,0,4,3,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
M,2020-03-08T00:00:00Z,0,0,10,8,14,14,16,31,26,0,0,0,12,10,18,13,12,15,21,0,0,0,0,0,0,0,0,0,0
MA,2020-03-08T00:00:00Z,0,0,0,0,0,2,0,3,0,0,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
MU,2020-03-08T00:00:00Z,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,2020-03-08T00:00:00Z,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
O,2020-03-08T00:00:00Z,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,2020-03-08T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM,2020-03-08T00:00:00Z,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SA,2020-03-08T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE,2020-03-08T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TE,2020-03-08T00:00:00Z,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO,2020-03-08T00:00:00Z,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
V,2020-03-08T00:00:00Z,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VA,2020-03-08T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z,2020-03-08T00:00:00Z,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
ZA,2020-03-08T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,2020-03-09T00:00:00Z,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AL,2020-03-09T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,2020-03-09T00:00:00Z,0,0,0,0,1,3,2,4,1,0,0,0,0,1,2,3,2,4,1,0,0,0,0,0,0,0,0,0,0
BA,2020-03-09T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BI,2020-03-09T00:00:00Z,0,0,0,0,1,1,2,3,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
C,2020-03-09T00:00:00Z,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
CA,2020-03-09T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CO,2020-03-09T00:00:00Z,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GI,2020-03-09T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR,2020-03-09T00:00:00Z,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GU,2020-03-09T00:00:00Z,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU,2020-03-09T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J,2020-03-09T00:00:00Z,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L,2020-03-09T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LE,2020-03-09T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LO,2020-03-09T00:00:00Z,0,2,2,0,4,6,1,1,1,0,0,2,6,2,6,2,3,1,0,0,0,0,0,0,0,0,0,0,0
M,2020-03-09T00:00:00Z,2,1,14,18,28,27,35,62,59,0,2,2,15,21,16,21,33,37,38,0,0,0,0,0,0,0,0,0,0
MA,2020-03-09T00:00:00Z,0,2,2,1,1,2,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
MU,2020-03-09T00:00:00Z,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,2020-03-09T00:00:00Z,1,0,0,1,2,1,0,0,0,0,4,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
O,2020-03-09T00:00:00Z,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,2020-03-09T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM,2020-03-09T00:00:00Z,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SA,2020-03-09T00:00:00Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE,2020-03-09T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TE,2020-03-09T00:00:00Z,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO,2020-03-09T00:00:00Z,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V,2020-03-09T00:00:00Z,1,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA,2020-03-09T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z,2020-03-09T00:00:00Z,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ZA,2020-03-09T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,2020-03-10T00:00:00Z,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AL,2020-03-10T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,2020-03-10T00:00:00Z,0,0,4,2,2,6,6,3,4,0,1,0,2,3,6,6,3,2,2,0,0,0,0,0,0,0,0,0,0
BA,2020-03-10T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BI,2020-03-10T00:00:00Z,0,0,1,0,1,1,3,4,1,0,0,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
C,2020-03-10T00:00:00Z,0,0,0,0,0,2,2,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CA,2020-03-10T00:00:00Z,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CO,2020-03-10T00:00:00Z,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GI,2020-03-10T00:00:00Z,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GR,2020-03-10T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GU,2020-03-10T00:00:00Z,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
HU,2020-03-10T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J,2020-03-10T00:00:00Z,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L,2020-03-10T00:00:00Z,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LE,2020-03-10T00:00:00Z,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LO,2020-03-10T00:00:00Z,2,0,0,3,2,2,1,0,0,0,1,1,1,0,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0
M,2020-03-10T00:00:00Z,0,1,23,38,43,40,57,63,66,0,2,4,30,37,48,53,48,43,64,0,0,0,0,0,0,0,0,0,0
MA,2020-03-10T00:00:00Z,0,0,1,0,2,1,2,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0
MU,2020-03-10T00:00:00Z,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,2020-03-10T00:00:00Z,0,0,2,3,3,0,3,0,1,0,1,1,4,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
O,2020-03-10T00:00:00Z,0,3,4,0,1,0,1,1,0,0,0,1,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
P,2020-03-10T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM,2020-03-10T00:00:00Z,0,0,0,0,3,0,0,2,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA,2020-03-10T00:00:00Z,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE,2020-03-10T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TE,2020-03-10T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO,2020-03-10T00:00:00Z,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
V,2020-03-10T00:00:00Z,0,0,0,3,0,0,1,3,5,0,0,0,2,0,1,1,1,3,7,0,0,0,0,0,0,0,0,0,0
VA,2020-03-10T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z,2020-03-10T00:00:00Z,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ZA,2020-03-10T00:00:00Z,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,2020-03-11T00:00:00Z,0,0,1,0,1,3,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AL,2020-03-11T00:00:00Z,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,2020-03-11T00:00:00Z,1,1,4,5,9,3,8,7,7,0,0,0,8,7,2,7,2,3,8,0,0,0,0,0,0,0,0,0,0
BA,2020-03-11T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BI,2020-03-11T00:00:00Z,0,0,1,0,2,2,0,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
C,2020-03-11T00:00:00Z,0,0,1,0,2,2,0,2,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
CA,2020-03-11T00:00:00Z,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CO,2020-03-11T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GI,2020-03-11T00:00:00Z,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GR,2020-03-11T00:00:00Z,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GU,2020-03-11T00:00:00Z,0,0,0,0,3,3,1,0,1,0,0,0,0,3,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0
HU,2020-03-11T00:00:00Z,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
J,2020-03-11T00:00:00Z,0,0,1,0,0,2,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
L,2020-03-11T00:00:00Z,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LE,2020-03-11T00:00:00Z,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
LO,2020-03-11T00:00:00Z,2,2,2,3,3,3,2,0,5,0,0,1,1,7,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0
M,2020-03-11T00:00:00Z,4,3,23,42,66,45,68,85,91,0,3,5,47,52,71,56,52,43,80,0,0,0,0,0,0,0,0,0,0
MA,2020-03-11T00:00:00Z,0,0,3,0,4,3,1,0,0,0,0,0,0,0,2,2,0,3,3,0,0,0,0,0,0,0,0,0,0
MU,2020-03-11T00:00:00Z,0,0,3,0,0,0,1,1,0,0,0,0,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NA,2020-03-11T00:00:00Z,0,1,2,1,3,1,5,0,1,0,0,0,2,4,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0
O,2020-03-11T00:00:00Z,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,2020-03-11T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM,2020-03-11T00:00:00Z,0,0,0,2,1,2,1,3,0,0,0,0,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SA,2020-03-11T00:00:00Z,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE,2020-03-11T00:00:00Z,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
TE,2020-03-11T00:00:00Z,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
TO,2020-03-11T00:00:00Z,0,1,0,0,2,0,1,2,2,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
V,2020-03-11T00:00:00Z,0,0,0,2,1,1,1,4,2,0,0,0,1,1,1,2,1,0,10,0,0,0,0,0,0,0,0,0,0
VA,2020-03-11T00:00:00Z,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z,2020-03-11T00:00:00Z,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0
ZA,2020-03-11T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,2020-03-12T00:00:00Z,0,1,0,2,1,1,3,1,0,0,0,0,1,1,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0
AL,2020-03-12T00:00:00Z,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,2020-03-12T00:00:00Z,0,1,9,13,12,17,14,12,16,0,0,1,8,15,13,13,16,14,16,0,0,0,0,0,0,0,0,0,0
BA,2020-03-12T00:00:00Z,0,0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BI,2020-03-12T00:00:00Z,0,0,0,1,0,0,3,3,2,0,0,0,2,0,2,1,2,3,1,0,0,0,0,0,0,0,0,0,0
C,2020-03-12T00:00:00Z,0,0,1,4,1,0,1,1,0,0,0,0,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
CA,2020-03-12T00:00:00Z,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,2020-03-12T00:00:00Z,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GI,2020-03-12T00:00:00Z,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GR,2020-03-12T00:00:00Z,0,0,1,0,0,2,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
GU,2020-03-12T00:00:00Z,0,0,0,1,4,3,0,2,3,0,1,1,2,1,2,1,4,0,1,0,0,0,0,0,0,0,0,0,0
HU,2020-03-12T00:00:00Z,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J,2020-03-12T00:00:00Z,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0
L,2020-03-12T00:00:00Z,0,0,0,0,0,0,0,4,3,0,0,0,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0
LE,2020-03-12T00:00:00Z,0,1,0,0,1,3,0,2,1,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LO,2020-03-12T00:00:00Z,0,1,0,1,2,4,3,1,3,0,0,0,2,5,5,3,0,3,2,0,0,0,0,0,0,0,0,0,0
M,2020-03-12T00:00:00Z,2,2,38,53,69,76,77,96,74,0,4,6,35,70,82,80,75,76,60,0,0,0,0,0,0,0,0,0,0
MA,2020-03-12T00:00:00Z,0,0,2,6,2,4,3,3,2,0,0,2,3,1,1,3,1,1,3,0,0,0,0,0,0,0,0,0,0
MU,2020-03-12T00:00:00Z,0,0,3,3,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NA,2020-03-12T00:00:00Z,2,3,0,2,2,0,2,1,1,0,1,2,1,5,9,4,2,0,3,0,0,0,0,0,0,0,0,0,0
O,2020-03-12T00:00:00Z,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P,2020-03-12T00:00:00Z,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM,2020-03-12T00:00:00Z,0,0,0,2,4,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
