pp,psoe,distrito,seccion,cod_muni,total_votes,tract_code,share_pp,share_psoe
268,78,08,031,079,507,2807908031,0.5285996055226825,0.15384615384615385
191,84,08,032,079,452,2807908032,0.4225663716814159,0.18584070796460178
402,114,08,033,079,778,2807908033,0.5167095115681234,0.14652956298200515
314,67,08,034,079,569,2807908034,0.5518453427065027,0.11775043936731107
297,71,08,034,079,550,2807908034,0.54,0.1290909090909091
314,54,08,035,079,491,2807908035,0.639511201629328,0.109979633401222
307,54,08,035,079,500,2807908035,0.614,0.108
295,78,08,036,079,559,2807908036,0.5277280858676208,0.13953488372093023
284,78,08,036,079,565,2807908036,0.5026548672566372,0.13805309734513274
303,109,08,037,079,619,2807908037,0.4894991922455573,0.17609046849757673
321,69,08,038,079,558,2807908038,0.5752688172043011,0.12365591397849462
422,95,08,039,079,717,2807908039,0.5885634588563459,0.13249651324965134
410,131,08,040,079,792,2807908040,0.5176767676767676,0.16540404040404041
216,96,08,041,079,493,2807908041,0.4381338742393509,0.1947261663286004
220,90,08,042,079,464,2807908042,0.47413793103448276,0.1939655172413793
203,95,08,042,079,463,2807908042,0.43844492440604754,0.20518358531317496
277,70,08,043,079,491,2807908043,0.5641547861507128,0.1425661914460285
290,69,08,043,079,521,2807908043,0.5566218809980806,0.1324376199616123
327,99,08,044,079,597,2807908044,0.5477386934673367,0.1658291457286432
294,82,08,044,079,570,2807908044,0.5157894736842106,0.14385964912280702
281,111,08,045,079,599,2807908045,0.4691151919866444,0.18530884808013356
259,133,08,046,079,646,2807908046,0.40092879256965946,0.20588235294117646
176,65,08,047,079,411,2807908047,0.4282238442822384,0.15815085158150852
138,66,08,047,079,342,2807908047,0.40350877192982454,0.19298245614035087
249,121,08,048,079,598,2807908048,0.41638795986622074,0.20234113712374582
414,93,08,049,079,718,2807908049,0.5766016713091922,0.12952646239554316
391,103,08,049,079,711,2807908049,0.549929676511955,0.14486638537271448
233,79,08,050,079,517,2807908050,0.4506769825918762,0.1528046421663443
250,108,08,050,079,549,2807908050,0.4553734061930783,0.19672131147540983
216,85,08,051,079,464,2807908051,0.46551724137931033,0.18318965517241378
222,73,08,051,079,449,2807908051,0.49443207126948774,0.16258351893095768
297,84,08,052,079,571,2807908052,0.5201401050788091,0.14711033274956217
278,103,08,052,079,573,2807908052,0.4851657940663176,0.17975567190226877
234,145,08,053,079,631,2807908053,0.37083993660855785,0.22979397781299524
382,136,08,054,079,753,2807908054,0.5073041168658698,0.1806108897742364
257,102,08,055,079,521,2807908055,0.4932821497120921,0.19577735124760076
237,75,08,055,079,491,2807908055,0.48268839103869654,0.15274949083503056
237,55,08,056,079,440,2807908056,0.5386363636363637,0.125
207,45,08,056,079,420,2807908056,0.4928571428571429,0.10714285714285714
403,99,08,057,079,722,2807908057,0.5581717451523546,0.1371191135734072
334,110,08,058,079,614,2807908058,0.5439739413680782,0.1791530944625407
292,90,08,059,079,604,2807908059,0.48344370860927155,0.1490066225165563
218,72,08,060,079,407,2807908060,0.5356265356265356,0.1769041769041769
245,57,08,060,079,448,2807908060,0.546875,0.12723214285714285
204,92,08,061,079,532,2807908061,0.38345864661654133,0.17293233082706766
153,93,08,062,079,384,2807908062,0.3984375,0.2421875
159,95,08,063,079,431,2807908063,0.3689095127610209,0.22041763341067286
233,131,08,064,079,626,2807908064,0.3722044728434505,0.20926517571884984
201,102,08,065,079,508,2807908065,0.3956692913385827,0.20078740157480315
158,94,08,066,079,397,2807908066,0.3979848866498741,0.2367758186397985
166,70,08,067,079,382,2807908067,0.43455497382198954,0.18324607329842932
155,74,08,067,079,383,2807908067,0.4046997389033943,0.19321148825065274
234,118,08,068,079,570,2807908068,0.4105263157894737,0.20701754385964913
161,94,08,069,079,445,2807908069,0.36179775280898874,0.21123595505617979
240,111,08,071,079,562,2807908071,0.42704626334519574,0.19750889679715303
256,106,08,072,079,558,2807908072,0.45878136200716846,0.18996415770609318
220,99,08,073,079,515,2807908073,0.42718446601941745,0.19223300970873786
234,81,08,074,079,501,2807908074,0.46706586826347307,0.16167664670658682
233,103,08,075,079,499,2807908075,0.46693386773547096,0.20641282565130262
199,76,08,076,079,446,2807908076,0.4461883408071749,0.17040358744394618
206,121,08,077,079,516,2807908077,0.3992248062015504,0.23449612403100775
192,94,08,078,079,428,2807908078,0.4485981308411215,0.21962616822429906
215,119,08,079,079,551,2807908079,0.39019963702359345,0.2159709618874773
251,81,08,080,079,509,2807908080,0.4931237721021611,0.15913555992141454
234,99,08,081,079,518,2807908081,0.4517374517374517,0.19111969111969113
203,121,08,082,079,520,2807908082,0.3903846153846154,0.2326923076923077
220,123,08,083,079,543,2807908083,0.40515653775322286,0.2265193370165746
190,117,08,084,079,484,2807908084,0.3925619834710744,0.24173553719008264
181,96,08,085,079,472,2807908085,0.3834745762711864,0.2033898305084746
216,93,08,086,079,499,2807908086,0.43286573146292584,0.18637274549098196
150,74,08,087,079,372,2807908087,0.4032258064516129,0.1989247311827957
177,73,08,088,079,453,2807908088,0.39072847682119205,0.16114790286975716
148,95,08,089,079,399,2807908089,0.37092731829573933,0.23809523809523808
443,137,08,090,079,815,2807908090,0.5435582822085889,0.16809815950920245
205,87,08,091,079,451,2807908091,0.45454545454545453,0.19290465631929046
269,142,08,092,079,599,2807908092,0.44908180300500833,0.2370617696160267
303,108,08,093,079,600,2807908093,0.505,0.18
355,127,08,094,079,763,2807908094,0.46526867627785057,0.16644823066841416
308,111,08,095,079,597,2807908095,0.5159128978224455,0.18592964824120603
321,99,08,095,079,615,2807908095,0.5219512195121951,0.16097560975609757
295,116,08,096,079,574,2807908096,0.5139372822299652,0.20209059233449478
289,103,08,096,079,526,2807908096,0.5494296577946768,0.1958174904942966
302,87,08,097,079,580,2807908097,0.5206896551724138,0.15
393,96,08,098,079,656,2807908098,0.5990853658536586,0.14634146341463414
299,84,08,098,079,574,2807908098,0.5209059233449478,0.14634146341463414
240,87,08,099,079,510,2807908099,0.47058823529411764,0.17058823529411765
274,77,08,099,079,552,2807908099,0.4963768115942029,0.13949275362318841
259,65,08,100,079,451,2807908100,0.5742793791574279,0.14412416851441243
281,76,08,100,079,496,2807908100,0.5665322580645161,0.1532258064516129
392,89,08,102,079,713,2807908102,0.5497896213183731,0.12482468443197756
413,100,08,102,079,729,2807908102,0.5665294924554184,0.13717421124828533
298,39,08,103,079,433,2807908103,0.6882217090069284,0.09006928406466513
366,36,08,103,079,500,2807908103,0.732,0.072
235,101,08,104,079,552,2807908104,0.4257246376811594,0.18297101449275363
156,62,08,105,079,362,2807908105,0.430939226519337,0.1712707182320442
164,72,08,106,079,439,2807908106,0.3735763097949886,0.16400911161731208
139,74,08,107,079,358,2807908107,0.388268156424581,0.20670391061452514
156,67,08,108,079,382,2807908108,0.4083769633507853,0.17539267015706805
263,118,08,109,079,631,2807908109,0.41679873217115687,0.18700475435816163
298,120,08,110,079,656,2807908110,0.45426829268292684,0.18292682926829268
241,80,08,111,079,514,2807908111,0.4688715953307393,0.1556420233463035
233,65,08,111,079,485,2807908111,0.48041237113402063,0.13402061855670103
187,90,08,112,079,499,2807908112,0.374749498997996,0.18036072144288579
245,96,08,113,079,540,2807908113,0.4537037037037037,0.17777777777777778
122,97,08,114,079,387,2807908114,0.3152454780361757,0.25064599483204136
162,97,08,115,079,460,2807908115,0.3521739130434783,0.2108695652173913
119,103,08,116,079,417,2807908116,0.2853717026378897,0.24700239808153476
159,95,08,117,079,442,2807908117,0.3597285067873303,0.2149321266968326
150,80,08,119,079,406,2807908119,0.3694581280788177,0.19704433497536947
155,76,08,119,079,441,2807908119,0.35147392290249435,0.17233560090702948
181,107,08,120,079,534,2807908120,0.3389513108614232,0.20037453183520598
156,71,08,121,079,373,2807908121,0.41823056300268097,0.1903485254691689
129,77,08,121,079,351,2807908121,0.36752136752136755,0.21937321937321938
159,110,08,122,079,438,2807908122,0.363013698630137,0.2511415525114155
261,104,08,123,079,672,2807908123,0.38839285714285715,0.15476190476190477
171,82,08,124,079,437,2807908124,0.391304347826087,0.18764302059496568
189,62,08,124,079,429,2807908124,0.4405594405594406,0.1445221445221445
276,101,08,125,079,598,2807908125,0.46153846153846156,0.1688963210702341
215,67,08,126,079,435,2807908126,0.4942528735632184,0.15402298850574714
189,64,08,126,079,404,2807908126,0.46782178217821785,0.15841584158415842
542,81,08,128,079,875,2807908128,0.6194285714285714,0.09257142857142857
497,82,08,128,079,847,2807908128,0.5867768595041323,0.09681227863046045
161,53,08,129,079,283,2807908129,0.568904593639576,0.1872791519434629
128,15,08,130,079,233,2807908130,0.5493562231759657,0.06437768240343347
262,45,08,131,079,435,2807908131,0.6022988505747127,0.10344827586206896
239,42,08,131,079,421,2807908131,0.5676959619952494,0.0997624703087886
417,41,08,132,079,583,2807908132,0.7152658662092625,0.07032590051457976
293,54,08,133,079,500,2807908133,0.586,0.108
300,19,08,134,079,438,2807908134,0.684931506849315,0.04337899543378995
330,22,08,134,079,470,2807908134,0.7021276595744681,0.04680851063829787
499,57,08,135,079,764,2807908135,0.6531413612565445,0.07460732984293193
514,53,08,135,079,786,2807908135,0.6539440203562341,0.06743002544529263
260,57,08,136,079,443,2807908136,0.5869074492099323,0.12866817155756208
209,59,08,136,079,389,2807908136,0.5372750642673522,0.15167095115681234
405,32,08,137,079,568,2807908137,0.7130281690140845,0.056338028169014086
398,32,08,137,079,557,2807908137,0.7145421903052065,0.05745062836624776
528,27,08,138,079,729,2807908138,0.7242798353909465,0.037037037037037035
376,38,08,139,079,574,2807908139,0.6550522648083623,0.06620209059233449
401,39,08,139,079,633,2807908139,0.6334913112164297,0.061611374407582936
372,37,08,139,079,608,2807908139,0.6118421052631579,0.06085526315789474
239,121,08,140,079,573,2807908140,0.41710296684118675,0.2111692844677138
332,148,08,141,079,750,2807908141,0.44266666666666665,0.19733333333333333
188,67,08,142,079,415,2807908142,0.4530120481927711,0.1614457831325301
178,64,08,142,079,398,2807908142,0.4472361809045226,0.16080402010050251
526,87,08,143,079,855,2807908143,0.6152046783625731,0.10175438596491228
360,65,08,144,079,604,2807908144,0.5960264900662252,0.1076158940397351
320,74,08,144,079,527,2807908144,0.6072106261859582,0.14041745730550284
252,74,08,145,079,493,2807908145,0.5111561866125761,0.15010141987829614
230,58,08,145,079,425,2807908145,0.5411764705882353,0.13647058823529412
340,73,08,146,079,566,2807908146,0.6007067137809188,0.12897526501766785
299,70,08,146,079,519,2807908146,0.5761078998073218,0.1348747591522158
321,39,08,147,079,500,2807908147,0.642,0.078
323,38,08,147,079,495,2807908147,0.6525252525252525,0.07676767676767676
333,84,08,148,079,632,2807908148,0.5268987341772152,0.13291139240506328
356,95,08,148,079,678,2807908148,0.5250737463126843,0.140117994100295
237,88,08,149,079,473,2807908149,0.5010570824524313,0.18604651162790697
591,77,08,150,079,853,2807908150,0.6928487690504103,0.09026963657678781
274,106,08,151,079,617,2807908151,0.44408427876823336,0.17179902755267423
454,22,08,152,079,599,2807908152,0.7579298831385642,0.03672787979966611
373,26,08,152,079,526,2807908152,0.7091254752851711,0.049429657794676805
226,88,08,153,079,548,2807908153,0.4124087591240876,0.16058394160583941
254,97,08,153,079,582,2807908153,0.436426116838488,0.16666666666666666
337,41,08,154,079,540,2807908154,0.6240740740740741,0.07592592592592592
320,48,08,154,079,536,2807908154,0.5970149253731343,0.08955223880597014
256,113,08,155,079,610,2807908155,0.419672131147541,0.18524590163934426
207,96,08,155,079,513,2807908155,0.40350877192982454,0.1871345029239766
205,64,08,156,079,451,2807908156,0.45454545454545453,0.1419068736141907
225,92,08,156,079,521,2807908156,0.43186180422264875,0.1765834932821497
326,76,08,157,079,596,2807908157,0.5469798657718121,0.12751677852348994
317,27,08,158,079,452,2807908158,0.7013274336283186,0.059734513274336286
371,41,08,158,079,539,2807908158,0.6883116883116883,0.07606679035250463
407,79,08,159,079,697,2807908159,0.5839311334289814,0.1133428981348637
352,76,08,159,079,665,2807908159,0.5293233082706766,0.11428571428571428
399,64,08,160,079,664,2807908160,0.6009036144578314,0.0963855421686747
438,66,08,160,079,670,2807908160,0.6537313432835821,0.09850746268656717
324,47,08,161,079,516,2807908161,0.627906976744186,0.09108527131782945
297,41,08,161,079,496,2807908161,0.5987903225806451,0.08266129032258064
226,78,08,162,079,495,2807908162,0.45656565656565656,0.15757575757575756
241,61,08,162,079,493,2807908162,0.48884381338742394,0.12373225152129817
290,90,08,163,079,625,2807908163,0.464,0.144
331,89,08,163,079,643,2807908163,0.5147744945567652,0.13841368584758942
423,87,08,164,079,799,2807908164,0.5294117647058824,0.10888610763454318
482,78,08,164,079,831,2807908164,0.5800240673886883,0.09386281588447654
406,42,08,165,079,655,2807908165,0.6198473282442748,0.06412213740458016
437,53,08,165,079,678,2807908165,0.644542772861357,0.07817109144542773
189,45,08,166,079,381,2807908166,0.49606299212598426,0.11811023622047244
173,47,08,166,079,388,2807908166,0.44587628865979384,0.1211340206185567
405,37,08,167,079,616,2807908167,0.6574675324675324,0.060064935064935064
455,53,08,167,079,708,2807908167,0.6426553672316384,0.0748587570621469
456,53,08,167,079,695,2807908167,0.6561151079136691,0.07625899280575539
271,91,08,168,079,723,2807908168,0.3748271092669433,0.12586445366528354
427,68,08,169,079,762,2807908169,0.5603674540682415,0.08923884514435695
469,89,08,169,079,839,2807908169,0.5589988081048868,0.10607866507747318
404,68,08,170,079,699,2807908170,0.5779685264663805,0.09728183118741059
462,58,08,170,079,756,2807908170,0.6111111111111112,0.07671957671957672
540,87,08,171,079,850,2807908171,0.6352941176470588,0.10235294117647059
317,76,08,172,079,592,2807908172,0.535472972972973,0.12837837837837837
305,85,08,172,079,592,2807908172,0.5152027027027027,0.14358108108108109
301,46,08,173,079,536,2807908173,0.5615671641791045,0.08582089552238806
325,41,08,173,079,549,2807908173,0.5919854280510018,0.07468123861566485
285,51,08,174,079,513,2807908174,0.5555555555555556,0.09941520467836257
272,73,08,174,079,517,2807908174,0.5261121856866537,0.14119922630560927
547,33,08,175,079,764,2807908175,0.7159685863874345,0.04319371727748691
565,52,08,176,079,845,2807908176,0.6686390532544378,0.06153846153846154
587,67,08,176,079,903,2807908176,0.6500553709856035,0.07419712070874862
210,73,08,177,079,471,2807908177,0.445859872611465,0.15498938428874734
175,77,08,177,079,468,2807908177,0.37393162393162394,0.16452991452991453
322,59,08,178,079,574,2807908178,0.5609756097560976,0.10278745644599303
375,56,08,178,079,627,2807908178,0.5980861244019139,0.08931419457735247
397,79,08,179,079,775,2807908179,0.512258064516129,0.10193548387096774
275,110,08,180,079,736,2807908180,0.3736413043478261,0.14945652173913043
414,55,08,181,079,678,2807908181,0.6106194690265486,0.08112094395280237
412,68,08,181,079,667,2807908181,0.6176911544227887,0.10194902548725637
368,29,08,182,079,556,2807908182,0.6618705035971223,0.052158273381294966
351,44,08,182,079,550,2807908182,0.6381818181818182,0.08
359,39,08,183,079,545,2807908183,0.6587155963302752,0.07155963302752294
359,46,08,183,079,582,2807908183,0.6168384879725086,0.07903780068728522
525,53,08,184,079,848,2807908184,0.6191037735849056,0.0625
267,50,08,185,079,468,2807908185,0.5705128205128205,0.10683760683760683
285,45,08,185,079,479,2807908185,0.5949895615866388,0.09394572025052192
489,69,08,186,079,789,2807908186,0.6197718631178707,0.08745247148288973
331,49,08,187,079,520,2807908187,0.6365384615384615,0.09423076923076923
382,61,08,187,079,640,2807908187,0.596875,0.0953125
268,77,08,188,079,526,2807908188,0.5095057034220533,0.14638783269961977
309,66,08,188,079,564,2807908188,0.5478723404255319,0.11702127659574468
273,99,09,001,079,730,2807909001,0.37397260273972605,0.13561643835616438
329,118,09,002,079,782,2807909002,0.42071611253196933,0.15089514066496162
186,60,09,004,079,514,2807909004,0.36186770428015563,0.11673151750972763
178,61,09,004,079,446,2807909004,0.3991031390134529,0.1367713004484305
205,73,09,005,079,552,2807909005,0.3713768115942029,0.1322463768115942
206,95,09,006,079,511,2807909006,0.40313111545988256,0.18590998043052837
240,70,09,007,079,593,2807909007,0.40472175379426645,0.11804384485666104
391,105,09,008,079,818,2807909008,0.4779951100244499,0.12836185819070906
253,113,09,009,079,661,2807909009,0.3827534039334342,0.17095310136157338
358,120,09,010,079,753,2807909010,0.4754316069057105,0.1593625498007968
372,155,09,010,079,837,2807909010,0.4444444444444444,0.18518518518518517
166,49,09,011,079,369,2807909011,0.44986449864498645,0.13279132791327913
173,63,09,011,079,415,2807909011,0.41686746987951806,0.15180722891566265
159,58,09,012,079,374,2807909012,0.42513368983957217,0.15508021390374332
312,116,09,013,079,684,2807909013,0.45614035087719296,0.1695906432748538
261,67,09,014,079,536,2807909014,0.4869402985074627,0.125
272,66,09,014,079,579,2807909014,0.4697754749568221,0.11398963730569948
272,72,09,015,079,527,2807909015,0.5161290322580645,0.1366223908918406
247,62,09,015,079,494,2807909015,0.5,0.12550607287449392
247,60,09,016,079,508,2807909016,0.4862204724409449,0.11811023622047244
400,86,09,017,079,700,2807909017,0.5714285714285714,0.12285714285714286
268,47,09,018,079,441,2807909018,0.6077097505668935,0.10657596371882086
284,39,09,018,079,451,2807909018,0.6297117516629712,0.08647450110864745
346,47,09,019,079,566,2807909019,0.6113074204946997,0.08303886925795052
302,34,09,019,079,454,2807909019,0.6651982378854625,0.07488986784140969
326,56,09,020,079,583,2807909020,0.5591766723842195,0.09605488850771869
394,86,09,021,079,681,2807909021,0.57856093979442,0.1262848751835536
381,91,09,022,079,660,2807909022,0.5772727272727273,0.13787878787878788
259,75,09,023,079,515,2807909023,0.5029126213592233,0.14563106796116504
243,66,09,023,079,458,2807909023,0.5305676855895196,0.14410480349344978
290,49,09,024,079,479,2807909024,0.605427974947808,0.1022964509394572
363,55,09,025,079,608,2807909025,0.5970394736842105,0.09046052631578948
325,89,09,026,079,654,2807909026,0.4969418960244648,0.13608562691131498
321,38,09,028,079,558,2807909028,0.5752688172043011,0.06810035842293907
295,47,09,028,079,513,2807909028,0.5750487329434698,0.09161793372319688
413,45,09,029,079,679,2807909029,0.6082474226804123,0.0662739322533137
530,75,09,030,079,808,2807909030,0.655940594059406,0.09282178217821782
261,36,09,031,079,435,2807909031,0.6,0.08275862068965517
345,109,09,033,079,719,2807909033,0.47983310152990266,0.15159944367176634
354,33,09,034,079,532,2807909034,0.6654135338345865,0.06203007518796992
348,47,09,034,079,540,2807909034,0.6444444444444445,0.08703703703703704
356,61,09,035,079,591,2807909035,0.6023688663282571,0.10321489001692047
398,67,09,036,079,717,2807909036,0.5550906555090656,0.09344490934449093
407,80,09,037,079,734,2807909037,0.5544959128065395,0.10899182561307902
477,91,09,037,079,812,2807909037,0.5874384236453202,0.11206896551724138
191,70,09,038,079,403,2807909038,0.4739454094292804,0.17369727047146402
227,59,09,038,079,433,2807909038,0.5242494226327945,0.13625866050808313
370,121,09,039,079,785,2807909039,0.4713375796178344,0.15414012738853503
298,91,09,040,079,624,2807909040,0.4775641025641026,0.14583333333333334
312,46,09,041,079,504,2807909041,0.6190476190476191,0.09126984126984126
261,51,09,041,079,451,2807909041,0.5787139689578714,0.1130820399113082
388,33,09,043,079,537,2807909043,0.7225325884543762,0.061452513966480445
441,34,09,043,079,595,2807909043,0.7411764705882353,0.05714285714285714
421,79,09,044,079,722,2807909044,0.5831024930747922,0.10941828254847645
440,53,09,045,079,672,2807909045,0.6547619047619048,0.07886904761904762
233,85,09,046,079,523,2807909046,0.44550669216061184,0.16252390057361377
271,70,09,046,079,550,2807909046,0.49272727272727274,0.12727272727272726
172,83,09,047,079,452,2807909047,0.3805309734513274,0.1836283185840708
199,73,09,047,079,443,2807909047,0.4492099322799097,0.16478555304740405
259,124,09,049,079,672,2807909049,0.3854166666666667,0.18452380952380953
188,118,09,050,079,512,2807909050,0.3671875,0.23046875
178,84,09,051,079,453,2807909051,0.39293598233995586,0.18543046357615894
156,89,09,051,079,438,2807909051,0.3561643835616438,0.20319634703196346
252,125,09,052,079,592,2807909052,0.42567567567567566,0.21114864864864866
275,128,09,052,079,671,2807909052,0.4098360655737705,0.19076005961251863
256,82,09,053,079,570,2807909053,0.44912280701754387,0.14385964912280702
263,164,09,054,079,707,2807909054,0.371994342291372,0.23196605374823195
227,100,09,055,079,535,2807909055,0.42429906542056073,0.18691588785046728
257,102,09,055,079,574,2807909055,0.44773519163763065,0.17770034843205576
311,112,09,056,079,685,2807909056,0.454014598540146,0.1635036496350365
338,104,09,056,079,703,2807909056,0.48079658605974396,0.14793741109530584
194,87,09,057,079,487,2807909057,0.39835728952772076,0.17864476386036962
195,89,09,058,079,472,2807909058,0.413135593220339,0.1885593220338983
170,95,09,060,079,413,2807909060,0.4116222760290557,0.23002421307506055
174,91,09,060,079,446,2807909060,0.3901345291479821,0.2040358744394619
168,97,09,061,079,464,2807909061,0.3620689655172414,0.20905172413793102
160,67,09,063,079,367,2807909063,0.4359673024523161,0.18256130790190736
189,71,09,063,079,403,2807909063,0.46898263027295284,0.1761786600496278
164,85,09,064,079,424,2807909064,0.3867924528301887,0.20047169811320756
148,77,09,064,079,380,2807909064,0.3894736842105263,0.2026315789473684
256,107,09,065,079,594,2807909065,0.43097643097643096,0.18013468013468015
175,84,09,066,079,427,2807909066,0.4098360655737705,0.19672131147540983
161,75,09,067,079,445,2807909067,0.36179775280898874,0.16853932584269662
232,114,09,068,079,555,2807909068,0.418018018018018,0.20540540540540542
168,69,09,069,079,425,2807909069,0.3952941176470588,0.1623529411764706
312,69,09,070,079,639,2807909070,0.48826291079812206,0.107981220657277
662,31,09,071,079,894,2807909071,0.7404921700223713,0.03467561521252797
575,27,09,071,079,786,2807909071,0.7315521628498728,0.03435114503816794
364,37,09,072,079,537,2807909072,0.6778398510242085,0.06890130353817504
417,23,09,072,079,577,2807909072,0.7227036395147314,0.03986135181975736
416,49,09,072,079,633,2807909072,0.6571879936808847,0.07740916271721959
681,45,09,073,079,896,2807909073,0.7600446428571429,0.05022321428571429
618,30,09,073,079,814,2807909073,0.7592137592137592,0.036855036855036855
251,51,09,074,079,451,2807909074,0.5565410199556541,0.1130820399113082
192,41,09,074,079,384,2807909074,0.5,0.10677083333333333
497,54,09,075,079,724,2807909075,0.68646408839779,0.07458563535911603
497,68,09,075,079,776,2807909075,0.6404639175257731,0.08762886597938144
222,74,09,076,079,445,2807909076,0.49887640449438203,0.1662921348314607
350,74,09,077,079,612,2807909077,0.5718954248366013,0.12091503267973856
535,12,09,078,079,675,2807909078,0.7925925925925926,0.017777777777777778
476,23,09,078,079,633,2807909078,0.7519747235387045,0.036334913112164295
185,141,09,079,079,702,2807909079,0.26353276353276356,0.20085470085470086
216,165,09,079,079,810,2807909079,0.26666666666666666,0.2037037037037037
305,77,09,080,079,560,2807909080,0.5446428571428571,0.1375
283,74,09,080,079,561,2807909080,0.5044563279857398,0.1319073083778966
305,96,09,081,079,591,2807909081,0.5160744500846024,0.16243654822335024
225,116,09,082,079,551,2807909082,0.40834845735027225,0.21052631578947367
323,38,09,083,079,523,2807909083,0.6175908221797323,0.07265774378585087
414,49,09,083,079,655,2807909083,0.6320610687022901,0.07480916030534351
395,55,09,083,079,625,2807909083,0.632,0.088
256,74,09,084,079,566,2807909084,0.45229681978798586,0.13074204946996468
274,83,09,085,079,574,2807909085,0.47735191637630664,0.1445993031358885
277,77,09,085,079,530,2807909085,0.5226415094339623,0.14528301886792452
478,26,09,086,079,604,2807909086,0.7913907284768212,0.04304635761589404
423,15,09,086,079,557,2807909086,0.7594254937163375,0.026929982046678635
454,32,09,087,079,635,2807909087,0.7149606299212599,0.050393700787401574
499,31,09,087,079,706,2807909087,0.7067988668555241,0.043909348441926344
413,68,09,088,079,692,2807909088,0.596820809248555,0.09826589595375723
455,71,09,088,079,762,2807909088,0.5971128608923885,0.09317585301837271
411,25,09,089,079,545,2807909089,0.7541284403669725,0.045871559633027525
380,26,09,089,079,544,2807909089,0.6985294117647058,0.04779411764705882
287,107,09,090,079,665,2807909090,0.43157894736842106,0.16090225563909774
312,127,09,090,079,694,2807909090,0.4495677233429395,0.1829971181556196
385,11,09,091,079,492,2807909091,0.782520325203252,0.022357723577235773
365,19,09,091,079,497,2807909091,0.7344064386317908,0.03822937625754527
412,73,09,092,079,721,2807909092,0.5714285714285714,0.10124826629680998
157,90,10,001,079,488,2807910001,0.32172131147540983,0.18442622950819673
116,51,10,002,079,313,2807910002,0.3706070287539936,0.16293929712460065
93,52,10,003,079,265,2807910003,0.35094339622641507,0.19622641509433963
109,68,10,004,079,346,2807910004,0.31502890173410403,0.19653179190751446
166,143,10,005,079,594,2807910005,0.27946127946127947,0.24074074074074073
258,97,10,006,079,654,2807910006,0.3944954128440367,0.14831804281345565
256,122,10,006,079,727,2807910006,0.35213204951856947,0.16781292984869325
197,144,10,007,079,588,2807910007,0.33503401360544216,0.24489795918367346
140,74,10,008,079,407,2807910008,0.343980343980344,0.18181818181818182
191,112,10,009,079,498,2807910009,0.38353413654618473,0.2248995983935743
184,102,10,010,079,438,2807910010,0.4200913242009132,0.2328767123287671
193,69,10,011,079,449,2807910011,0.4298440979955457,0.15367483296213807
273,65,10,012,079,565,2807910012,0.4831858407079646,0.11504424778761062
245,43,10,013,079,461,2807910013,0.5314533622559653,0.09327548806941431
182,94,10,014,079,611,2807910014,0.2978723404255319,0.15384615384615385
181,129,10,015,079,586,2807910015,0.30887372013651876,0.22013651877133106
323,99,10,016,079,716,2807910016,0.4511173184357542,0.138268156424581
310,76,10,017,079,558,2807910017,0.5555555555555556,0.13620071684587814
134,59,10,018,079,345,2807910018,0.3884057971014493,0.17101449275362318
124,57,10,020,079,360,2807910020,0.34444444444444444,0.15833333333333333
239,96,10,021,079,641,2807910021,0.37285491419656785,0.1497659906396256
151,82,10,022,079,426,2807910022,0.3544600938967136,0.19248826291079812
143,65,10,023,079,391,2807910023,0.3657289002557545,0.16624040920716113
180,96,10,024,079,549,2807910024,0.32786885245901637,0.17486338797814208
227,89,10,025,079,571,2807910025,0.3975481611208406,0.15586690017513136
204,84,10,026,079,527,2807910026,0.3870967741935484,0.15939278937381404
235,120,10,027,079,639,2807910027,0.3677621283255086,0.18779342723004694
204,84,10,028,079,522,2807910028,0.39080459770114945,0.16091954022988506
232,104,10,029,079,631,2807910029,0.3676703645007924,0.1648177496038035
192,113,10,030,079,549,2807910030,0.34972677595628415,0.2058287795992714
137,48,10,031,079,363,2807910031,0.3774104683195592,0.1322314049586777
226,103,10,032,079,607,2807910032,0.3723228995057661,0.1696869851729819
195,81,10,033,079,487,2807910033,0.4004106776180698,0.16632443531827515
128,56,10,034,079,326,2807910034,0.39263803680981596,0.17177914110429449
185,70,10,035,079,427,2807910035,0.4332552693208431,0.16393442622950818
140,63,10,036,079,378,2807910036,0.37037037037037035,0.16666666666666666
186,69,10,036,079,436,2807910036,0.42660550458715596,0.15825688073394495
150,59,10,037,079,375,2807910037,0.4,0.15733333333333333
140,62,10,037,079,378,2807910037,0.37037037037037035,0.164021164021164
152,73,10,038,079,410,2807910038,0.37073170731707317,0.17804878048780487
230,96,10,039,079,551,2807910039,0.41742286751361163,0.17422867513611615
126,63,10,040,079,315,2807910040,0.4,0.2
123,81,10,041,079,368,2807910041,0.3342391304347826,0.22010869565217392
100,65,10,041,079,292,2807910041,0.3424657534246575,0.2226027397260274
261,110,10,042,079,682,2807910042,0.38269794721407624,0.16129032258064516
147,85,10,043,079,396,2807910043,0.3712121212121212,0.21464646464646464
129,62,10,043,079,338,2807910043,0.3816568047337278,0.1834319526627219
260,67,10,044,079,497,2807910044,0.5231388329979879,0.13480885311871227
217,129,10,046,079,627,2807910046,0.34609250398724084,0.20574162679425836
155,73,10,047,079,358,2807910047,0.4329608938547486,0.20391061452513967
176,104,10,048,079,507,2807910048,0.34714003944773175,0.20512820512820512
193,78,10,049,079,483,2807910049,0.3995859213250518,0.16149068322981366
238,118,10,050,079,583,2807910050,0.40823327615780447,0.20240137221269297
